dialogue_id,intra_dialogue_id,target,question,answer,candidates,candidates_scores,p_distribuition
1,1,fawn,Is the item you have selected a mammal?,Yes.,"[{'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}]","{'fawn': 5.0, 'zebra': 5.0, 'sheep': 5.0, 'deer': 5.0}","{'fawn': 0.25, 'zebra': 0.25, 'sheep': 0.25, 'deer': 0.25}"
1,2,fawn,Is the item you have selected a herbivore?,Yes.,"[{'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}]","{'fawn': 5.0, 'zebra': 5.0, 'sheep': 5.0, 'deer': 5.0}","{'fawn': 0.25, 'zebra': 0.25, 'sheep': 0.25, 'deer': 0.25}"
1,3,fawn,Is the item you have selected a deer?,Yes! That's correct.,"[{'deer'}, {'deer'}, {'deer'}, {'deer'}, {'deer'}, {'deer'}, {'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'deer'}, {'deer'}, {'deer'}, {'deer'}, {'fawn', 'zebra', 'sheep', 'deer'}, {'deer'}, {'deer'}, {'deer'}, {'deer'}, {'deer'}]","{'deer': 17.75, 'fawn': 0.75, 'zebra': 0.75, 'sheep': 0.75}","{'deer': 0.8875, 'fawn': 0.0375, 'zebra': 0.0375, 'sheep': 0.0375}"
2,0,zebra,Is your item a bird?,No.,"[{'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}]","{'walrus': 5.0, 'otter': 5.0, 'bear': 5.0, 'zebra': 5.0}","{'walrus': 0.25, 'otter': 0.25, 'bear': 0.25, 'zebra': 0.25}"
2,1,zebra,Is your item a mammal?,Yes.,"[{'otter', 'bear', 'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'walrus', 'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'walrus', 'bear', 'otter', 'zebra'}]","{'otter': 6.249999999999999, 'bear': 6.249999999999999, 'zebra': 6.249999999999999, 'walrus': 1.25}","{'otter': 0.3125, 'bear': 0.3125, 'zebra': 0.3125, 'walrus': 0.0625}"
2,2,zebra,Is your item a marine mammal?,No.,"[{'bear', 'zebra'}, {'bear', 'zebra'}, {'bear', 'zebra'}, {'bear', 'zebra'}, {'bear', 'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'bear', 'zebra'}, {'otter', 'bear', 'zebra'}, {'bear', 'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'bear', 'zebra'}, {'bear', 'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'bear', 'zebra'}, {'bear', 'zebra'}, {'bear', 'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'bear', 'zebra'}, {'bear', 'zebra'}, {'bear', 'zebra'}]","{'bear': 8.833333333333334, 'zebra': 8.833333333333334, 'walrus': 1.0, 'otter': 1.3333333333333333}","{'bear': 0.4417, 'zebra': 0.4417, 'walrus': 0.05, 'otter': 0.0667}"
2,3,zebra,Is your item a bear?,No.,"[{'bear', 'zebra', 'walrus', 'otter'}, {'walrus', 'bear', 'otter', 'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'bear', 'zebra', 'walrus', 'otter'}, {'walrus', 'bear', 'otter', 'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'bear', 'zebra', 'walrus', 'otter'}, {'bear', 'zebra', 'walrus', 'otter'}, {'bear', 'zebra', 'walrus', 'otter'}, {'walrus', 'bear', 'none', 'otter', 'zebra'}, {'walrus', 'bear', 'otter', 'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'bear', 'zebra', 'walrus', 'otter'}, {'walrus', 'bear', 'none', 'otter', 'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'walrus', 'bear', 'otter', 'zebra'}, {'walrus', 'bear', 'otter', 'zebra'}, {'walrus', 'bear', 'none', 'otter', 'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'bear', 'zebra', 'walrus', 'otter'}]","{'bear': 4.8500000000000005, 'zebra': 4.8500000000000005, 'walrus': 4.8500000000000005, 'otter': 4.8500000000000005, 'none': 0.6000000000000001}","{'bear': 0.2425, 'zebra': 0.2425, 'walrus': 0.2425, 'otter': 0.2425, 'none': 0.03}"
2,4,zebra,Is your item an otter?,No.,"[{'zebra'}, {'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'zebra'}, {'walrus', 'None', 'bear', 'otter', 'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'zebra'}, {'zebra'}, {'walrus', 'None', 'bear', 'otter', 'zebra'}, {'walrus', 'None', 'bear', 'otter', 'zebra'}, {'walrus', 'bear', 'otter', 'zebra'}, {'walrus', 'bear', 'none', 'otter', 'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'zebra'}, {'walrus', 'bear', 'none', 'otter', 'zebra'}, {'zebra'}, {'zebra'}, {'walrus', 'bear', 'otter', 'zebra'}]","{'zebra': 13.0, 'bear': 1.9999999999999998, 'walrus': 1.9999999999999998, 'otter': 1.9999999999999998, 'None': 0.6000000000000001, 'none': 0.4}","{'zebra': 0.65, 'bear': 0.1, 'walrus': 0.1, 'otter': 0.1, 'None': 0.03, 'none': 0.02}"
2,5,zebra,Is your item a zebra?,Yes! That's correct.,"[{'bear', 'zebra', 'walrus', 'otter'}, {'walrus', 'bear', 'otter', 'zebra'}, {'walrus', 'bear', 'otter', 'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'bear', 'zebra', 'walrus', 'otter'}, {'walrus', 'bear', 'otter', 'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'walrus', 'bear', 'otter', 'zebra'}, {'walrus', 'bear', 'otter', 'zebra'}, {'walrus', 'bear', 'otter', 'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'bear', 'zebra', 'walrus', 'otter'}, {'zebra'}, {'walrus', 'bear', 'otter', 'zebra'}, {'zebra'}, {'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}, {'bear', 'zebra', 'walrus', 'otter'}, {'zebra'}, {'bear', 'zebra', 'walrus', 'otter'}]","{'bear': 4.0, 'zebra': 8.0, 'walrus': 4.0, 'otter': 4.0}","{'bear': 0.2, 'zebra': 0.4, 'walrus': 0.2, 'otter': 0.2}"
3,0,rooster,Is the item you have in mind an animal?,Yes.,"[{'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}]","{'pig': 2.5, 'rooster': 2.5, 'platypus': 2.5, 'turkey': 2.5, 'budgie': 2.5, 'peacock': 2.5, 'beaver': 2.5, 'deer': 2.5}","{'pig': 0.125, 'rooster': 0.125, 'platypus': 0.125, 'turkey': 0.125, 'budgie': 0.125, 'peacock': 0.125, 'beaver': 0.125, 'deer': 0.125}"
3,1,rooster,Is the animal you are thinking of a bird?,Yes.,"[{'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'pig', 'rooster', 'platypus', 'turkey', 'budgie', 'peacock', 'beaver', 'deer'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}, {'turkey', 'budgie', 'peacock', 'rooster'}]","{'turkey': 4.875, 'budgie': 4.875, 'peacock': 4.875, 'rooster': 4.875, 'pig': 0.125, 'platypus': 0.125, 'beaver': 0.125, 'deer': 0.125}","{'turkey': 0.2437, 'budgie': 0.2437, 'peacock': 0.2437, 'rooster': 0.2437, 'pig': 0.0063, 'platypus': 0.0063, 'beaver': 0.0063, 'deer': 0.0063}"
